name,principal_name,email,website
Kalindi College,"ANJALI BHATNAGAR, Amit Soni, Amulya Kumar Sahoo, Anil Kumar, Anula Maurya Professor Principal, Archana Tripathi, Asha Rani Professor, Asmi Raza Zakir Hussain, Chanchal Dr, Dhananjay Kumar, FirstName Meena LastName Charanda, ILE PROFORMA Title, Indu Kumari, Jyoti Dhawan Ms Vinita, Kamini Bhutani, Kanwaljeet Singh, Krishna Murari, Krishna Sharma Principal, Meena Charanda, Narendra Singh Professor Principal, Neha Sharma, Nidhi Kapoor Assistant Professor, Nikhil Talwar Associate Professor, PRACHI BAGLA, Piyush Gupta Professor Principal, Poonam Verma Professor Principal, Preeti Rajpal Singh Dr, Punita Agarwal, Punita Saxena, RANJEETA PHUKAN, Rajiv Chopra Principal, Rameshwar Rai Dr, Ranjana Roy Mishra COURSE, Ravi Shekhar Dr, Rita Bhatla, Ritika Grover, Roopali Goyanka Ms, Sandhya Garg Mr, Sandra Joseph Principal, Seema Sahdev, Shiv Kumar Sahdev Shivaji, Smita Meena, Sunil Kumar, Sunil koak, Sunita Aggarwal, Sushil Tiwari DR Sonu, Tej Singh Seminar, Utpal Kumar, Vibha Garg, Vidya Pradhan, ess proof, essional Development in Higher, essional SocietiesMemberships Member of, essor Permanent, essor Research Interests, essor permanent, ile Organisation","admission_ac@kalindi.du.ac.in, admissioninfo@jdm.du.ac.in, admissions@rajguru.du.ac.in, amita.walia@ihe.du.ac.in, chanchal_dagur@ihe.du.ac.in, durgesh@satyawatie.du.ac.in, gauri@ip.du.ac.in, grievance.ugcentre@ncweb.du.ac.in, helpdesk@hrc.du.ac.in, kamini.bhutani@bharati.du.ac.in, ncweb@aryabhattacollege.ac.in, ncweb@bn.du.ac.in, ncweb@lb.du.ac.in, ncweb@maitreyi.du.ac.in, ncweb@mirandahouse.ac.in, ncwebadmission@aurobindo.du.ac.in, ncwebhelpdesk@sggscc.ac.in, neha.sharma@keshav.du.ac.in, office@dsj.du.ac.in, principal@jmc.ac.in, principal@satyawati.du.ac.in, principal@sscbsdu.ac.in, principal@ucms.ac.in, ritikaseth@hrc.du.ac.in, shaileshdiwakar@ramjas.du.ac.in, spmc_ncweb@spm.du.ac.in, sunita.aggarwal@ihe.du.ac.in, ticncweb@rajdhani.du.ac.in, utpalkumar@kalindi.du.ac.in",https://www.kalindi.du.ac.in
Lakshmibai College,"Kavita Bhatt kavitabhatt, Nidhi Gupta nidhigupta, Raushan Khan raushankhan, Roshan Lal roshanlal, SAI LNCPE for the, Tripti Deo, Uma Soni umasoni, Vinay Kumar Mishra vinaykumarmishra, essional and personal counselling, fice in every quarters","administrationsection@lnipe.edu.in, alka@lb.du.ac.in, anitagoel@lb.du.ac.in, ankitkumar@lb.du.ac.in, aracademics@lnipe.edu.in, dealing1@lb.du.ac.in, dealing2@lb.du.ac.in, directoriqac@lnipe.edu.in, ict@lnipe.edu.in, info@lb.du.ac.in, kavitabhatt@lb.du.ac.in, latasharma@lb.du.ac.in, madhuaggarwal@lb.du.ac.in, monicajairam@lb.du.ac.in, monikakapoor@lb.du.ac.in, neeta@lb.du.ac.in, nehasingla@lb.du.ac.in, nidhigupta@lb.du.ac.in, poornimasunil@lb.du.ac.in, pvatsala@lb.du.ac.in, raushankhan@lb.du.ac.in, roshanlal@lb.du.ac.in, shumailanaaz@lb.du.ac.in, sudhir@lb.du.ac.in, umasoni@lb.du.ac.in, upasanagaggat@lb.du.ac.in, vanitaaggarwal@lb.du.ac.in, vinaykumarmishra@lb.du.ac.in",https://www.lakshmibai.ac.in
Delhi College of Arts and Commerce,"Ajay Kumar Singh, Ajay Kumar Singh Designation, Anita Professor anita, Anuj Jain Assistant Professor, Bijaya Thakur Professor bthakur, Chandan Kr, DCAC Convenor, ESSOR Address, First Name SRIKANT Last, Jyotsna Pathak, Kavita Sharma, Kishor Kumar Assistant Professor, Krishna Lal Dhingra, Madan Lal, Madan Lal Designation, Neena Paul, Neeru Kapoor Professor nkapoor, Niti Bhasin Sury, Rajiv Chopra, Rajiv Chopra Principal principaldcac, Rajiv Kr, Reetesh Kumar Singh, Sahil Khanna, Sangeeta Agrawal Assistant Professor, Shallu Khatri Assistant Professor, Srikant Pandey, Vijay Kumar Shrotryia, essal Submit Grievance, essor View Profile, essor bsjaryal, essor lalita, essor neha, essor rkgoel, ile Assistant Professor, orma Page","amit.yadav@dcac.du.ac.in, anita@dcac.du.ac.in, anuj.jain@dcac.du.ac.in, bsjaryal@dcac.du.ac.in, bthakur@dcac.du.ac.in, head@commerce.du.ac.in, jpame@dcac.du.ac.in, jyotsna.pathak@dcac.du.ac.in, kishor.kumar@dcac.du.ac.in, kldhingra@dcac.du.ac.in, lalita.kumari@dcac.du.ac.in, nalini.goyal@dcac.du.ac.in, neha.agarwal@dcac.du.ac.in, nkapoor@dcac.du.ac.in, principal@satyawati.du.ac.in, rkgoel@dcac.du.ac.in, sangeeta.gupta@dcac.du.ac.in, shallu.9891@dcac.du.ac.in, skumar@dcac.du.ac.in, soadmin@arsd.du.ac.in, spandey@dcac.du.ac.in",https://www.dcac.du.ac.in
Jamia Millia Islamia,"Abuzar Khairi, Ahmad Azeem, Ataur Rahman, Ghazala Siddiqi, Ghulam Yazdani, Iqtidar Mohd, Kanchan Bhardwaj, MA Ansari, Mazhar Asif Vice Chancellor, Mini Shaji Thomas, Naved Jamal, Neelofer Afzal, Saeed Uddin, Saima Saeed, Sara Begum, Shakeb Ahmad Khan, Zakir Husain Hall of, eam was to found, essor Mazhar Asif Bio, ile View Full Profile",sknaqvi@jmi.ac.in,https://www.jmi.ac.in
Jawaharlal Nehru University,"Santishree Dhulipudi Pandit Vice, essor ankitchaudhary, essor ayushibarthwal, essor mkgiluka, essor prerana, op date for Winter",anup.kusal@mail.jnu.ac.in,https://www.jnu.ac.in
Delhi Technological University,"Aakansha Kaushik, Anshul Arora, Anu Singh Lather Pro, Anup Mandpura, Anurag Goel, Davendra Kumar, Deepali Malhotra, Dinesh Chutani, Girish Kumar, Minni Sreejeth, Prateek Sharma Exact Designation, Prateek Sharma Hon, Rahesh Rohilla, Rajesh Birok, Rajesh Rohilla Head of, Rajeshwari Pandey, Ram Singh, Raminder Kaur, Richa Srivastava, Rinku Sharma, Secretary Finance, Shailender Kumar, Vanjari Venkata Ramana, Vasant Matsagar, Vinod Singh, Vishal Verma, Yasha Hasija, Yashna Sharma, Yogesh Singh Dr, Yogesh Singh Vice, Yogesh Singh Vice chancellor, ess Shahbad Daulat Pur, ess of the Institution, ess of the Organization","anshularora@dtu.ac.in, anunaygour@dtu.ac.in, anurag@dtu.ac.in, bt.placements@dtu.ac.in, ce.placements@dtu.ac.in, ceo.dtuiif@dtu.ac.in, coe.placements@dtu.ac.in, coo@dtu.ac.in, coordinator.ia@dtu.ac.in, dean.facultyaffairs@dtu.ac.in, dean.ia@dtu.ac.in, deepalimalhotra@dtu.ac.in, dineshkumar@dtu.ac.in, ece.placements@dtu.ac.in, ee.placements@dtu.ac.in, ep.placements@dtu.ac.in, girishkumar@dce.ac.in, head.cc@dtu.ac.in, kanup@dtu.ac.in, mc.placements@dtu.ac.in, me.placements@dtu.ac.in, minisreejeth@dce.ac.in, msc.placements@dtu.ac.in, mtech1.placements@dtu.ac.in, mtech2.placements@dtu.ac.in, pkgoyal@dtu.ac.in, placements@dce.ac.in, placements@dtu.ac.in, psct.placements@dtu.ac.in, system.manager@dtu.ac.in, trashagupta@dtu.ac.in, vcdtu@dtu.ac.in, vishalverma@dce.ac.in",https://www.dtu.ac.in
Indraprastha Institute of IT,"Abha Vermani Jt, Amit Prakash Singh, Anuj Grover, Anup Singh Beniwal, Arvinder Kaur, Ashok De Principal Ph, Gagan Deep Sharma, Gaurav Ahuja, Kalpana Shankhwar, Kamal Pathak, Meenu Kapoor, Nimisha Sharma, Rakesh Kumar, Sanjay Dhingra, Udayan Ghose, Vandana Singh, Varun Joshi, aprastha Institute of Information, ess Indraprastha Institute of, ess Name of the, esses General Information info, orma for Existing Institutes","admin-academic@iiitd.ac.in, admin-btech@iiitd.ac.in, admin-mtech@iiitd.ac.in, admin-phd@iiitd.ac.in, admin-placement@iiitd.ac.in, admin-web@iiitd.ac.in, affiliation@ipu.ac.in, anuj@iiitd.ac.in, ayjihh@nic.in, director@bcihmct.ac.in, director@bciit.ac.in, director@bcip.ac.in, doaa@iiitd.ac.in, gaurav.ahuja@iiitd.ac.in, info@iiitd.ac.in, int-admissions@iiitd.ac.in, kalpana@iiitd.ac.in, prachi@iiitd.ac.in",https://www.iiitd.ac.in
Amity University Delhi,"Ajit kumar Anandrao Dange, Anoop Swarup Vice Chancellor, ESSOR Institution Name, Hrridaysh Deshpande Vice Chancellor, Mahabir Yadav, Mamta Aggarwal, Manisha Minocha, Nisha Goel, Pankaj Chandra Vice Chancellor, Pramod Kumar Vice Chancellor, Prem Parkash, Rajendra Kumar Pandey Vice, Ranjana Bhatia, Shyama Prasad Mukherji Governing, Sunil Kumar Vice Chancellor, Suranjan Das Vice Chancellor, Usha Rai Negi Assistant, ajit Gupta Marg New, ess Name of the, essal Form Appointment","nisha@spm.du.ac.in, research@jlu.edu.in, vc@admin.jdvu.ac.in, vc@ahduni.edu.in, vc@jlu.edu.in",https://www.amity.edu
Guru Gobind Singh Indraprastha Uni,"Abha Vermani Jt, Amarjeet Kaur, Amit Prakash Singh, Anjali Shokeen, Arvinder Kaur, Ashish Payal, Ashok De Principal Ph, Gagan Deep Sharma, Gulshan Kumar, Mamta Aggarwal, Manisha Minocha, Meenu Kapoor, Mithilesh Kumar Sinha, Nimisha Sharma, Promila Gupta, Rakesh Kumar, Sanjay Dhingra, Shruti Aggarwal, Sushma Drabu, Udayan Ghose, Varun Joshi, Vijita Singh Aggarwal, ess Name of the, ile Page, orma for Existing Institutes","affiliation@ipu.ac.in, ayjihh@nic.in, meribs@meri.edu.in",https://www.ipu.ac.in
Lady Irwin College,"Anupa Siddhu, Anupa Siddhu Official Email, Bhagwan Deen, Deepali Rastogi, Email id, Manisha Sabharwal has held, Manishal Sabharwal, Poonam Singh Qualification, Sangeeta Goomer Qualification, Sushma Goel, Sushma Goel Designation, essor Dr, essor manisha, iles in social media, is the principal academic, ug Safety",sushma.goel@lic.du.ac.in,https://www.ladyirwin.edu.in
College of Vocational Studies,"Animesh Mohapatra, Anuja Aggarawal, Devendra Kumar, Gagan Dhawan, Mamta Sahrawat, Manoj Kumar, Nalin Kumar, Payal Mago, Puja Gupta, Reetu Sharma, Rekha Saxena, Roshni Rajamohan Mathur, Sanjay Kumar Goyal, Sanjay Roy, Sanjay Tandon, Sanjeev Singh, Satish Kumar, Seema Rani, Uma Shanker Singh, Vandana Sharma, Varinder Kumar, Vikas Kumar, essionals and inspiring role","_colleges@admin.du.ac.in, _council@admin.du.ac.in, _fot@du.ac.in, deepak.jaiswal@rajguru.du.ac.in, drcobe2021@dr.du.ac.in, exam2020@satyawati.du.ac.in, examination@cvs.du.ac.in, gagandhawan@andc.du.ac.in, head@socialwork.du.ac.in, nodalofficerexam@sbs.du.ac.in, nodalofficerexam@sbse.du.ac.in, nodalofficerexams@db.du.ac.in, obe4_scripts@satyawatie.du.ac.in, obe@aryabhattacollege.ac.in, obe@dcac.du.ac.in, obe@ddu.du.ac.in, obe@ramanujan.du.ac.in, obeexam@arsd.du.ac.in, obemarch21@bramb.du.ac.in, obemarch21@ramjas.du.ac.in, obtexaminations2020@bharati.du.ac.in, seemarani@aditi.du.ac.in, so@fot.du.ac.in, umashanker.history@dsc.du.ac.in",https://www.cvs.du.ac.in
Zakir Husain Delhi College,"Ashima Khurana, Dhiraj Kumar Singh, Divya Tiwari, Imran Khan, Laxmikanta Padhi, Narendra Singh, Narendra Singh Bursar, Narendra Singh Principal Zakir, Rajeev Kamal Kumar, Ravi Shekhar, Ritu Mathur, Ruchi Singh, Sandipani Dash, Sarita Sarsar, Shehnaz Ara begum, Varun Gulati, ess Tel, ess way Jawaharlal Nehru, essal Cell, essor Narendra Singh Principal","admission@zh.du.ac.in, editorsmj@zh.du.ac.in, grievanceadmission2024@zh.du.ac.in, lkpadhi@nbu.ac.in, principal@zh.du.ac.in, principal@zhe.du.ac.in, ravishekhar@mail.jnu.ac.in, sdash@as.du.ac.in, vgulati@english.du.ac.in, zhdc@zh.du.ac.in",https://www.zhdc.ac.in
Satyawati College,"Anupam Jha, Chitra Mishra Member chitramishra, Durgesh Verma, Email Id, Hari Mohan Sharma, Pamela Singla, Ratnesh Kumar Tripathi, Subhash Kumar Singh","_accounts@satyawatie.du.ac.in, agiri@satyawati.du.ac.in, ajha@law.du.ac.in, akhileshyadav@satyawati.du.ac.in, ao@satyawatie.du.ac.in, durgesh@satyawatie.du.ac.in, nita@satyawatie.du.ac.in, nthakur@satyawatie.du.ac.in, pawankumar@satyawati.du.ac.in, principal@satyawati.du.ac.in, principal@satyawatie.du.ac.in, rajenderram@satyawati.du.ac.in, sta@satyawatie.du.ac.in, sukaiprasad@satyawati.du.ac.in, sumitchauhan@satyawati.du.ac.in",https://www.satyawati.du.ac.in
Vivekananda College,"Bhaskar Mahanayak Principal Vivekananda, Dhanpati Devi Kashyap, HINA NANDRAJOG, Jayeeta Bhattacharjee, Pinki Maurya, Rajni Jindal, Sanjeev Kaushik, Shivani Dubey, Veena Jain, Yuthika Mishra","anitabakshi@vivekanand.du.ac.in, chiranjilal@vivekanand.du.ac.in, javed@vivekanand.du.ac.in, principal@vivekanand.du.ac.in, principal@vivekanandacollege.ac.in, shivanidubey@vivekanand.du.ac.in, sureshyadav@vivkekanand.du.ac.in, vivac2008@vivekanand.du.ac.in",https://www.vivekananddcollege.ac.in
Shivaji College Delhi,"ESSOR Address DEPT, ESSOR DEPT, Internship Scheme Principal Internship, Kiran Chaudhary, Neetu Rani, PANJABRAO DESHMUKH, Panjabrao Deshmukh, Rajneesh Sharma Assistant Engineer, Rangnath Ravi Representative from, Sunil Kumar Sharma, Tejbir Singh Rana Teacher, Virender Bhardwaj, Virender Bhardwaj Vice","accountssection@shivaji.du.ac.in, adminsection@shivaji.du.ac.in",https://www.shivaji.du.ac.in
Loyola College,"ALPHONSE MANICKAM, ile Guidelines Facilities Facilitators, ug Club Life Skill",principal@loyolacollege.ac.in,https://www.loyolacollege.edu
Presidency College,"Vijayalakshmi Srinivas, ess or phone number","admissions@presidency.edu.in, coe@presiuniv.ac.in, contact@presidency.edu.in, contactus@pcc.ac.in, dean.students@presiuniv.ac.in, fo@presiuniv.ac.in, hod.econ@presiuniv.ac.in, hod.eng@presiuniv.ac.in, hod.geog@presiuniv.ac.in, hod.geol@presiuniv.ac.in, hod.hindi@presiuniv.ac.in, hod.his@presiuniv.ac.in, hod.phil@presiuniv.ac.in, hod.physics@presiuniv.ac.in, hod.polsc@presiuniv.ac.in, hod.soc@presiuniv.ac.in, hod.stats@presiuniv.ac.in, iqac@presiuniv.ac.in, pritha@presiuniv.ac.in, sec.registrar@presiuniv.ac.in, secretary.fa@presiuniv.ac.in, sr.systemanalyst@presiuniv.ac.in, vc.office@presiuniv.ac.in",https://www.presidencychennai.ac.in
Stella Maris College,"al Road, al Road Chennai, essor Dept, is the academic head","coe@stellamariscollege.edu.in, deepasri@stellamariscollege.edu.in, info@rishikulvidyapeeth.edu.in",https://www.stellamariscollege.edu.in
PSG College of Arts and Science,"Sales Head, ess Post Box, essionals Check the Email, ome Post","deanoffice@psgimsr.ac.in, firstname.lastname@psgcas.ac.in, firstname@psgcas.ac.in, lastname@psgcas.ac.in, principal@psgcas.ac.in",https://www.psgcas.ac.in
Govt. Arts College,"ate of Collegiate Education, essionals to offer their, ile politicians are alumni",gack@gackarur.ac.in,nan
Madras Christian College,"Address including Telephone, ESSAL MECHANISM that provides, Paul Wilson, and Secretary, and Secretary of Madras, as Address, en to be leaders, ess including Telephone, ess of the Institution, ess of the Organization, ess of the Trust, ess of the Vice, essional Activities, investigator for Projects funded, its trajectory with regard, please make an appointment","director@mccbtsb.edu.in, principal@mcc.edu.in, wilson@mcc.edu.in",https://www.mcc.edu.in
Vellore Institute of Technology,"Assistant Vice, MGR Block Vellore Institute, MGR block Vellore Institute, Rajan Babu","director.ir@vit.ac.in, placement@vit.ac.in, rseenivasan@vit.ac.in",https://www.vit.ac.in
Annamalai University Constituent Coll,"ATE OF ACADEMIC RESEARCH, DC Sponsored, Govi Chezhiaan, ate of Distance Education, ess and phone numbers, essor of Entomology",,https://www.annamalaiuniversity.ac.in
Sri Ramakrishna College of Arts,"Chitra also contributes as, Chitra is recognized by, Krishnapriya Phone No, and Secretary Does the, ess Nava India Bus, essal Cell, essing both national and, essional bodies, essional skills and an, of Management Studies at, the institution Dr","office@srcas.ac.in, principal@srcas.ac.in, principal@srcw.ac.in",https://www.srcas.ac.in
Womens Christian College,"EW BISWAS Read More, OF WCC, Ridling Margaret Waller principal, ile Mapping Journal Fees, iven graduates who will","info@wcc.edu.in, principal@wcc.edu.in, pro@wcc.edu.in",https://www.wcc.edu.in
IIT Madras,"AS WELLNESS INITIATIVE, Greetings to all, as Bioincubator IIT Madras, as Research PArk IIT, as Research Park, as as we look, as by the Numbers, as for their continuing, as has an array, as is an autonomous, of this prestigious institute","dostoffice@smail.iitm.ac.in, partner@ia.iitm.ac.in, sunitha@ia.iitm.ac.in",https://www.iitm.ac.in
Anna University,"Hansa Lysander Manohar, ess Sardar Patel Road, essor Dept, essor Dr, of ISRO Inertial Systems, of Vikram Sarabhai Space",,https://www.annauniv.edu
University of Madras,"AS INSTITUTE OF DISTANCE, as Arrow, as Employee, as get free account, ile photo",,https://www.unom.ac.in
Pachaiyappa's College,"Associate Professor and Head, Baby Gulnaz Principal, as to be established, essor and Head, essor of Economics, of Physical Education",,https://www.pachaiyappascollege.org
Government Arts College Chennai,"Ambedkar Govt, itable Charitable Trust, principal Dr",principal@sias.edu.in,https://www.gac.ac.in
Queen Mary's College,"Maria Preethi Srinivasan, Mary Anne Joseph, Progress Tracking Deputy, as Accredited by NAAC, essional teacher education and, essor Peter Finn KSG, essor Qualification, of St Mary","coe@queenmaryscollege.edu.in, contact@queenmaryscollege.edu.in, placementcell@queenmaryscollege.edu.in, principal@queenmaryscollege.edu.in",https://www.qmc.ac.in
Lady Doak College,"Arockia Shyamala Paniyarasi, As we mark another, Beulah Jeyashree, Esther Elizabeth Grace, Esther Rani, Helen Mary Jacqueline, Jessie Ranjitha Jebaselvi, Jullie Prathiba, Mercy Packiam, Nimma Elizabeth, Praveena Kirubabai, Priscilla Paul, Priyatharsini Rajendran, The Principal is the, Vanitha Malarvizhi, and Secretary, and Secretary Dr, entrusted with the privilege","ldcmadurai.btisnet@nic.in, mownasundari@ldc.edu.in",https://www.ladydoakcollege.edu.in
American College Madurai,"Buddhin Gogoi, Puja Vij, at Gujrat polytechanic, essor Liss, essor and Head at",acmdu1881@americancollege.edu.in,https://www.americancollege.edu.in
Madurai Kamaraj University College,"Centre for Distance and, ate of Distance Education, essal Portal","ddegrievance@mkuniversity.ac.in, vcmku@mkuniversity.ac.in",https://www.mkuniversity.ac.in
Thiagarajar College,"Rajaram completed his Ph, essor and Associate HoD, iven Sustainability","helpdesk@stcchennai.edu.in, principal@stcchennai.edu.in",https://www.tcarts.ac.in
Sri Krishna College of Engineering,"Academic Audit Cell, Address including Telephone, Ramesh Kumar, afted Choice Based Credit, ess Anti, ess of the Institution, ess of the Trust, ess of the Vice, essal Mechanism to address, ession Mobile Number, ile of Principal Name","19epci024@skcet.ac.in, ananthjp@skcet.ac.in, hemavathir@skcet.ac.in, info@skcet.ac.in, jjanet@skcet.ac.in, karthik@skcet.ac.in, kavitham@skcet.ac.in, maruthachalamd@skcet.ac.in, muthukrishnanr@skcet.ac.in, principal@skcet.ac.in, ragaviv@skcet.ac.in, raja@skcet.ac.in, ratheeshkumar@skcet.ac.in, rdoco.tncbe@gov.in, s@skcet.ac.in, sophia@skcet.ac.in, subhashinin@skcet.ac.in",https://www.skcet.ac.in
Kumaraguru College of Technology,"Bala Shanti Programme, KCT TXT, KCTBS Institutional Leadership Academic, essor BioTech, essor Civil, essor ECE, for over, ile photo","chaarvika.20is@kct.ac.in, giftlindevapriya.20ec@kct.ac.in, kavitha.k.ece@kct.ac.in, kumaravel.k.bt@kct.ac.in, mohankumar.t.osa@kct.ac.in, mushitha.21ei@kct.ac.in, principal@kct.ac.in, ramadevi.k.ce@kct.ac.in, rithika.19ec@kct.ac.in, sarighasriram.20ee@kct.ac.in",https://www.kct.ac.in
Kongu Engineering College,"ESSOR STRUCTURAL ENGINEERING, ESSOR VLSI DESIGN Staff, General of TamilNadu NCC, KAILASAM MANOJ SENTHIL ASST, Phone number with STD, an Non Teaching representative, an Sr, an View Post Activity, an is an Associate, ess Guindy, ess of the Institution, ess of the Principal, ess of the Trust, ess of the organization, essal Mechanism Name of, essal reviewed in meetings, ession Phone Dr, ession Phone Number Dr, essor working in the, ile of Principal Name","gmece@kongu.ac.in, keciipc@kongu.ac.in, placement@kongu.ac.in, principal@kongu.ac.in, principal@kongupolytechnic.ac.in, sho.perunthurai@tncctnc.gov.in, suganthe_rc@kongu.ac.in, visu@kongu.ac.in",https://www.kongu.edu
Salem College,"Profile Strategic Plan Organogram, ess of the Institution, ess tspt, essal Policy Anti Ragging, ile Why AVS, of Back Porch Consulting, of Enrollment Management for, of this esteemed institution",principal@avsenggcollege.ac.in,https://www.salemcollege.ac.in
Periyar University College,"National Institute of Science, Parthasarathi Ramakrishan Principal Scientist, ess Address, essor and Head, essor of Commerce Pondicherry, of Collegiate Education, of Medical Education, of Technical Education Guindy","dme@tn.gov.in, sanuj@nic.in, saravana68@periyaruniversity.ac.in, usha@sonatech.ac.in",https://www.periyaruniversity.ac.in
Bishop Heber College,"John Raybin Jose Head, Joseph Ambrose, Margaret Suganthi, Pauline Sathiamurthy who later, Roopkumar Balasingh, essional and social skills, essionals to provide an, essor Emeritus by the",,https://www.bishophebercollegetry.ac.in
National College Tiruchirappalli,"PRASANNA BALAJI, SENTHIL KUMAR","info@nct.ac.in, principal@nct.ac.in",https://www.nationalcollegetrichy.ac.in
Bharathidasan University College,Centre for Distance and,"admissions@bdu.ac.in, bsm@bdu.ac.in, cdap@bdu.ac.in, cde@bdu.ac.in, com@bdu.ac.in, dduinfo@bdu.ac.in, drbabu@bdu.ac.in, gayathri.j@bdu.ac.in, ped@bdu.ac.in, webmaster@bdu.ac.in",https://www.bdu.ac.in
Jamal Mohamed College,"ess Address Address Address, ess Powered By iLife",,https://www.jmc.edu.in
Holy Cross College,"Josephine Lourdes De Rose, Man in, Mary Jayanthi, Mary Mejrullo Merlin, Paulin Edwidge Mary, Public Consulting Group, Ruby Merlin, Turin Martina, Umera Begam, and Head of Commodities, op Us",office@hcctrichy.ac.in,https://www.holycrosstry.edu.in
Sathyabama Institute of Science,"Centre For Distance And, DO Min, Jeppiaar Research Center, Preethi Sheshadri Associate Professor, Thave gone through the, essor Centre for Academic, essor of Chemistry, of Centre for Distance, of Centre of Online, ruaybdhan Dr","bharathi.cse@sathyabama.ac.in, deanresearch@sathyabama.ac.in, directorresearch@sathyabama.ac.in, info.spd@sathyabama.ac.in, internationalrelations@sathyabama.ac.in, kishoresonti.ece@sathyabama.ac.in, registrar@sathyabama.ac.in, vc@sathyabama.ac.in",https://www.sathyabama.ac.in
Saveetha Engineering College,"Asha Sundaram, Gunita Arun Chandhok, and HoD, at KGISL INSTITUTE OF, awn from any part, en of today through, essional inquiries, essor and Head at, my role is to","admission@saveetha.ac.in, coe@saveetha.ac.in",https://www.saveetha.ac.in
Sri Sairam Engineering College,ess SRI SAI RAM,"admissions@sairamce.edu.in, alumni@sairamce.edu.in, arc@sairamce.edu.in, arunkumar@sairamce.edu.in, career@sairam.edu.in, contact@sairamce.edu.in, dean.tap@sairam.edu.in, hod.civil@sairam.edu.in, hod.cs@sairamce.edu.in, hod.cse@sairam.edu.in, hod.ec@sairamce.edu.in, hod.ece@sairam.edu.in, hod.ee@sairamce.edu.in, hod.hs@sairam.edu.in, hod.mba@sairamce.edu.in, hod.me@sairamce.edu.in, info@sairamce.edu.in, placement@sairamce.edu.in, principal@sairamce.edu.in, sairam@sairam.edu.in, sairamplacement@sairam.edu.in",https://www.sairam.edu.in
Vel Tech University,"HR Head, ess EAST ENTRANCE No, ess Research Park","firstname.lastname@veltech.edu.in, firstname@veltech.edu.in, lastname@veltech.edu.in",https://www.veltech.edu.in
SSN College of Engineering,"Martha Karunakar Associate Professor, ess on November, ile pages","info@ssn.edu.in, kaythryp@ssn.edu.in, ramprabhus@ssn.edu.in",https://www.ssn.edu.in
Ethiraj College for Women,"Basuthkar Jagadeeshwar Rao Vice, ESSOR FINANCE AND MARKETING, GOMATHY DEVARAJ, JOY ANAND, NIRMALA AIYASAMI, SRILEKHA JOTHILINGAM, Swati Pal Principal, Swati Paliwal, and Social Activist, essor Years of Experience","malini_s@ethirajcollege.edu.in, mopvaishnav@mopvc.edu.in, principal@ethirajcollege.edu.in",https://www.ethirajcollege.edu.in
Dr. Ambedkar Govt. Arts College,"Ambedkar Govt, ile of the Institution, itable micro enterprise for",office@dagac.edu.in,https://www.ambedkararts.ac.in
Govt. Arts College Nandanam,"ESSOR DEPT, essor Govt, principal Dr",office@dagac.edu.in,nan
Rajalakshmi Engineering College,"ESS Rajalakshmi Institutions Head, General of Police, ILE OF THE AFFILIATED, Johanna RajKumar Telephone with, Johanna Rajkumar, Vijayalakshmi Loganathan, ess RAJALAKSHMI NAGAR, essionally excellent institution, essionals and individuals, essor Emeritus","admin@rajalakshmi.edu.in, cityoffice@rajalakshmi.edu.in, hod.mech@rajalakshmi.edu.in, placement@rajalakshmi.edu.in",https://www.rajalakshmi.org
Govt. Arts College Coimbatore,"Read More Student Grievance, Sudheer Mohammad, essal Cell Amenities Milestones, essional behaviours for, essionals to offer their, ile politicians are alumni",gack@gackarur.ac.in,nan
